L0	L1	L2	L3	L4
27.03.1887	03.1887	Q1 1887	1887	*
05.12.1935	12.1935	Q4 1935	1935	*
11.05.1898	05.1898	Q2 1898	1898	*
10.08.2019	08.2019	Q3 2019	2019	*
09.1914	09.1914	Q3 1914	1914	*
24.09.1918	09.1918	Q3 1918	1918	*
01.01.1934	01.1934	Q1 1934	1934	*
28.10.1908	10.1908	Q4 1908	1908	*
25.01.1899	01.1899	Q1 1899	1899	*
11.09.1915	09.1915	Q3 1915	1915	*
20.06.1917	06.1917	Q2 1917	1917	*
18.01.1920	01.1920	Q1 1920	1920	*
31.10.2020	10.2020	Q4 2020	2020	*
12.11.1924	11.1924	Q4 1924	1924	*
10.05.1904	05.1904	Q2 1904	1904	*
04.12.1902	12.1902	Q4 1902	1902	*
29.07.1962	07.1962	Q3 1962	1962	*
23.09.1979	09.1979	Q3 1979	1979	*
28.12.1925	12.1925	Q4 1925	1925	*
27.11.2001	11.2001	Q4 2001	2001	*
20.05.2021	05.2021	Q2 2021	2021	*
09.03.1857	03.1857	Q1 1857	1857	*
26.11.1961	11.1961	Q4 1961	1961	*
21.11.1859	11.1859	Q4 1859	1859	*
02.05.1977	05.1977	Q2 1977	1977	*
26.06.1901	06.1901	Q2 1901	1901	*
20.01.1952	01.1952	Q1 1952	1952	*
18.03.1952	03.1952	Q1 1952	1952	*
22.04.1982	04.1982	Q2 1982	1982	*
20.08.2017	08.2017	Q3 2017	2017	*
19.01.1853	01.1853	Q1 1853	1853	*
01.10.1934	10.1934	Q4 1934	1934	*
21.09.1915	09.1915	Q3 1915	1915	*
01.12.1925	12.1925	Q4 1925	1925	*
16.07.2009	07.2009	Q3 2009	2009	*
13.04.1922	04.1922	Q2 1922	1922	*
08.1955	08.1955	Q3 1955	1955	*
27.03.2005	03.2005	Q1 2005	2005	*
26.04.2006	04.2006	Q2 2006	2006	*
07.08.1969	08.1969	Q3 1969	1969	*
26.04.1957	04.1957	Q2 1957	1957	*
04.11.1932	11.1932	Q4 1932	1932	*
27.08.2014	08.2014	Q3 2014	2014	*
24.12.1971	12.1971	Q4 1971	1971	*
03.1859	03.1859	Q1 1859	1859	*
01.11.1882	11.1882	Q4 1882	1882	*
04.02.1901	02.1901	Q1 1901	1901	*
01.06.1936	06.1936	Q2 1936	1936	*
13.04.1958	04.1958	Q2 1958	1958	*
02.08.1894	08.1894	Q3 1894	1894	*
26.12.1889	12.1889	Q4 1889	1889	*
04.12.1892	12.1892	Q4 1892	1892	*
15.12.1906	12.1906	Q4 1906	1906	*
08.01.2020	01.2020	Q1 2020	2020	*
09.01.1907	01.1907	Q1 1907	1907	*
30.06.1916	06.1916	Q2 1916	1916	*
19.10.1933	10.1933	Q4 1933	1933	*
17.04.2007	04.2007	Q2 2007	2007	*
07.07.1927	07.1927	Q3 1927	1927	*
13.04.1952	04.1952	Q2 1952	1952	*
12.01.1946	01.1946	Q1 1946	1946	*
25.06.1954	06.1954	Q2 1954	1954	*
18.06.1881	06.1881	Q2 1881	1881	*
02.01.1963	01.1963	Q1 1963	1963	*
18.12.1945	12.1945	Q4 1945	1945	*
26.02.1969	02.1969	Q1 1969	1969	*
30.07.1995	07.1995	Q3 1995	1995	*
05.1889	05.1889	Q2 1889	1889	*
Q3 2018	Q3 2018	Q3 2018	2018	*
Q4 1885	Q4 1885	Q4 1885	1885	*
17.05.1950	05.1950	Q2 1950	1950	*
20.05.1985	05.1985	Q2 1985	1985	*
13.01.1876	01.1876	Q1 1876	1876	*
11.01.1957	01.1957	Q1 1957	1957	*
30.08.1858	08.1858	Q3 1858	1858	*
12.06.1945	06.1945	Q2 1945	1945	*
10.10.1966	10.1966	Q4 1966	1966	*
30.04.1923	04.1923	Q2 1923	1923	*
24.04.1851	04.1851	Q2 1851	1851	*
30.10.1896	10.1896	Q4 1896	1896	*
05.06.1921	06.1921	Q2 1921	1921	*
28.12.1853	12.1853	Q4 1853	1853	*
06.08.1882	08.1882	Q3 1882	1882	*
21.01.2022	01.2022	Q1 2022	2022	*
29.03.2011	03.2011	Q1 2011	2011	*
24.01.1890	01.1890	Q1 1890	1890	*
24.02.1898	02.1898	Q1 1898	1898	*
03.11.1918	11.1918	Q4 1918	1918	*
27.11.1937	11.1937	Q4 1937	1937	*
18.10.1910	10.1910	Q4 1910	1910	*
03.11.1977	11.1977	Q4 1977	1977	*
24.07.1982	07.1982	Q3 1982	1982	*
21.02.2017	02.2017	Q1 2017	2017	*
09.07.1883	07.1883	Q3 1883	1883	*
19.05.1919	05.1919	Q2 1919	1919	*
04.1873	04.1873	Q2 1873	1873	*
23.02.1958	02.1958	Q1 1958	1958	*
21.01.1975	01.1975	Q1 1975	1975	*
19.03.1882	03.1882	Q1 1882	1882	*
27.01.1856	01.1856	Q1 1856	1856	*
24.05.1922	05.1922	Q2 1922	1922	*
30.11.1906	11.1906	Q4 1906	1906	*
08.02.1870	02.1870	Q1 1870	1870	*
24.11.1947	11.1947	Q4 1947	1947	*
15.06.1960	06.1960	Q2 1960	1960	*
04.01.1981	01.1981	Q1 1981	1981	*
28.05.2012	05.2012	Q2 2012	2012	*
20.12.1854	12.1854	Q4 1854	1854	*
14.10.1972	10.1972	Q4 1972	1972	*
26.04.2019	04.2019	Q2 2019	2019	*
29.01.1974	01.1974	Q1 1974	1974	*
07.10.1947	10.1947	Q4 1947	1947	*
09.07.1950	07.1950	Q3 1950	1950	*
23.12.2006	12.2006	Q4 2006	2006	*
07.05.1880	05.1880	Q2 1880	1880	*
01.12.1917	12.1917	Q4 1917	1917	*
20.03.1903	03.1903	Q1 1903	1903	*
04.05.1962	05.1962	Q2 1962	1962	*
24.04.1995	04.1995	Q2 1995	1995	*
06.09.1922	09.1922	Q3 1922	1922	*
05.07.2014	07.2014	Q3 2014	2014	*
20.05.1943	05.1943	Q2 1943	1943	*
31.03.1852	03.1852	Q1 1852	1852	*
16.06.1956	06.1956	Q2 1956	1956	*
30.03.1935	03.1935	Q1 1935	1935	*
29.08.1928	08.1928	Q3 1928	1928	*
22.06.1942	06.1942	Q2 1942	1942	*
29.01.1933	01.1933	Q1 1933	1933	*
30.09.1998	09.1998	Q3 1998	1998	*
17.12.2007	12.2007	Q4 2007	2007	*
04.09.1898	09.1898	Q3 1898	1898	*
17.09.1927	09.1927	Q3 1927	1927	*
09.05.1852	05.1852	Q2 1852	1852	*
12.03.1921	03.1921	Q1 1921	1921	*
17.10.1883	10.1883	Q4 1883	1883	*
06.10.1933	10.1933	Q4 1933	1933	*
31.05.1964	05.1964	Q2 1964	1964	*
05.06.2007	06.2007	Q2 2007	2007	*
06.01.1866	01.1866	Q1 1866	1866	*
15.04.1885	04.1885	Q2 1885	1885	*
28.07.1922	07.1922	Q3 1922	1922	*
16.12.1909	12.1909	Q4 1909	1909	*
02.04.1956	04.1956	Q2 1956	1956	*
10.07.1891	07.1891	Q3 1891	1891	*
09.11.2020	11.2020	Q4 2020	2020	*
10.1890	10.1890	Q4 1890	1890	*
21.06.1866	06.1866	Q2 1866	1866	*
19.11.1881	11.1881	Q4 1881	1881	*
1924	1924	1924	1924	*
10.04.1915	04.1915	Q2 1915	1915	*
15.07.1872	07.1872	Q3 1872	1872	*
07.03.2016	03.2016	Q1 2016	2016	*
23.10.1903	10.1903	Q4 1903	1903	*
17.02.1924	02.1924	Q1 1924	1924	*
23.10.1852	10.1852	Q4 1852	1852	*
15.02.2000	02.2000	Q1 2000	2000	*
1905	1905	1905	1905	*
21.01.1884	01.1884	Q1 1884	1884	*
20.07.1985	07.1985	Q3 1985	1985	*
26.03.1994	03.1994	Q1 1994	1994	*
05.11.1896	11.1896	Q4 1896	1896	*
07.08.1853	08.1853	Q3 1853	1853	*
11.07.1897	07.1897	Q3 1897	1897	*
28.11.1901	11.1901	Q4 1901	1901	*
13.01.1938	01.1938	Q1 1938	1938	*
20.11.2010	11.2010	Q4 2010	2010	*
01.02.1915	02.1915	Q1 1915	1915	*
23.04.1896	04.1896	Q2 1896	1896	*
08.10.1851	10.1851	Q4 1851	1851	*
25.07.1926	07.1926	Q3 1926	1926	*
01.06.1909	06.1909	Q2 1909	1909	*
01.08.1957	08.1957	Q3 1957	1957	*
28.10.1922	10.1922	Q4 1922	1922	*
16.03.1956	03.1956	Q1 1956	1956	*
11.07.1964	07.1964	Q3 1964	1964	*
23.06.1856	06.1856	Q2 1856	1856	*
27.04.1919	04.1919	Q2 1919	1919	*
08.07.1934	07.1934	Q3 1934	1934	*
18.06.1941	06.1941	Q2 1941	1941	*
26.09.1970	09.1970	Q3 1970	1970	*
10.02.1913	02.1913	Q1 1913	1913	*
30.11.1917	11.1917	Q4 1917	1917	*
12.02.1979	02.1979	Q1 1979	1979	*
08.1931	08.1931	Q3 1931	1931	*
27.06.1918	06.1918	Q2 1918	1918	*
01.10.1996	10.1996	Q4 1996	1996	*
03.08.1858	08.1858	Q3 1858	1858	*
06.09.2020	09.2020	Q3 2020	2020	*
27.06.1928	06.1928	Q2 1928	1928	*
10.07.2019	07.2019	Q3 2019	2019	*
27.06.1889	06.1889	Q2 1889	1889	*
08.09.1893	09.1893	Q3 1893	1893	*
07.2004	07.2004	Q3 2004	2004	*
28.11.1896	11.1896	Q4 1896	1896	*
23.11.1899	11.1899	Q4 1899	1899	*
19.04.1857	04.1857	Q2 1857	1857	*
23.08.1965	08.1965	Q3 1965	1965	*
10.07.1974	07.1974	Q3 1974	1974	*
21.06.1996	06.1996	Q2 1996	1996	*
06.09.1866	09.1866	Q3 1866	1866	*
08.09.1947	09.1947	Q3 1947	1947	*
01.04.1955	04.1955	Q2 1955	1955	*
13.03.2021	03.2021	Q1 2021	2021	*
19.03.1937	03.1937	Q1 1937	1937	*
21.10.1994	10.1994	Q4 1994	1994	*
13.01.1962	01.1962	Q1 1962	1962	*
06.04.1963	04.1963	Q2 1963	1963	*
11.1888	11.1888	Q4 1888	1888	*
28.12.1950	12.1950	Q4 1950	1950	*
19.07.1884	07.1884	Q3 1884	1884	*
03.08.2021	08.2021	Q3 2021	2021	*
02.06.2013	06.2013	Q2 2013	2013	*
05.08.1886	08.1886	Q3 1886	1886	*
10.1946	10.1946	Q4 1946	1946	*
20.06.1971	06.1971	Q2 1971	1971	*
01.04.2002	04.2002	Q2 2002	2002	*
01.02.1986	02.1986	Q1 1986	1986	*
13.06.2012	06.2012	Q2 2012	2012	*
25.08.1953	08.1953	Q3 1953	1953	*
30.10.2013	10.2013	Q4 2013	2013	*
05.05.1864	05.1864	Q2 1864	1864	*
27.08.1923	08.1923	Q3 1923	1923	*
20.03.1965	03.1965	Q1 1965	1965	*
12.01.1861	01.1861	Q1 1861	1861	*
14.01.1900	01.1900	Q1 1900	1900	*
11.09.1860	09.1860	Q3 1860	1860	*
04.10.1975	10.1975	Q4 1975	1975	*
12.01.2007	01.2007	Q1 2007	2007	*
13.02.2007	02.2007	Q1 2007	2007	*
29.04.1924	04.1924	Q2 1924	1924	*
05.06.1980	06.1980	Q2 1980	1980	*
25.12.1995	12.1995	Q4 1995	1995	*
24.10.1887	10.1887	Q4 1887	1887	*
20.02.2010	02.2010	Q1 2010	2010	*
18.03.2006	03.2006	Q1 2006	2006	*
20.08.1950	08.1950	Q3 1950	1950	*
18.01.1893	01.1893	Q1 1893	1893	*
06.09.1893	09.1893	Q3 1893	1893	*
19.11.2002	11.2002	Q4 2002	2002	*
13.04.2007	04.2007	Q2 2007	2007	*
10.09.1886	09.1886	Q3 1886	1886	*
20.03.2007	03.2007	Q1 2007	2007	*
11.1908	11.1908	Q4 1908	1908	*
17.03.1977	03.1977	Q1 1977	1977	*
18.01.1988	01.1988	Q1 1988	1988	*
19.12.1917	12.1917	Q4 1917	1917	*
18.07.1888	07.1888	Q3 1888	1888	*
27.01.1910	01.1910	Q1 1910	1910	*
31.12.1866	12.1866	Q4 1866	1866	*
19.12.1866	12.1866	Q4 1866	1866	*
09.10.1903	10.1903	Q4 1903	1903	*
08.1898	08.1898	Q3 1898	1898	*
22.11.1956	11.1956	Q4 1956	1956	*
15.06.1962	06.1962	Q2 1962	1962	*
10.04.1921	04.1921	Q2 1921	1921	*
23.06.1875	06.1875	Q2 1875	1875	*
14.06.1871	06.1871	Q2 1871	1871	*
10.03.1895	03.1895	Q1 1895	1895	*
08.12.1989	12.1989	Q4 1989	1989	*
23.08.1872	08.1872	Q3 1872	1872	*
22.09.1964	09.1964	Q3 1964	1964	*
14.08.1994	08.1994	Q3 1994	1994	*
08.07.1987	07.1987	Q3 1987	1987	*
09.05.1876	05.1876	Q2 1876	1876	*
25.01.1871	01.1871	Q1 1871	1871	*
26.02.1927	02.1927	Q1 1927	1927	*
27.11.1985	11.1985	Q4 1985	1985	*
14.02.1949	02.1949	Q1 1949	1949	*
01.01.1986	01.1986	Q1 1986	1986	*
25.08.2002	08.2002	Q3 2002	2002	*
04.07.1986	07.1986	Q3 1986	1986	*
30.07.1938	07.1938	Q3 1938	1938	*
27.01.1914	01.1914	Q1 1914	1914	*
11.01.1989	01.1989	Q1 1989	1989	*
02.08.1906	08.1906	Q3 1906	1906	*
05.07.1889	07.1889	Q3 1889	1889	*
27.08.1984	08.1984	Q3 1984	1984	*
23.10.1936	10.1936	Q4 1936	1936	*
18.02.1997	02.1997	Q1 1997	1997	*
28.08.1970	08.1970	Q3 1970	1970	*
10.03.1950	03.1950	Q1 1950	1950	*
19.11.1936	11.1936	Q4 1936	1936	*
07.09.1939	09.1939	Q3 1939	1939	*
17.10.1952	10.1952	Q4 1952	1952	*
18.05.2000	05.2000	Q2 2000	2000	*
07.01.1902	01.1902	Q1 1902	1902	*
03.08.1876	08.1876	Q3 1876	1876	*
21.07.1977	07.1977	Q3 1977	1977	*
30.08.1916	08.1916	Q3 1916	1916	*
22.04.1990	04.1990	Q2 1990	1990	*
30.09.1991	09.1991	Q3 1991	1991	*
01.02.1975	02.1975	Q1 1975	1975	*
05.01.1995	01.1995	Q1 1995	1995	*
28.11.1994	11.1994	Q4 1994	1994	*
12.04.1977	04.1977	Q2 1977	1977	*
09.2008	09.2008	Q3 2008	2008	*
05.09.1910	09.1910	Q3 1910	1910	*
25.02.1878	02.1878	Q1 1878	1878	*
16.01.1910	01.1910	Q1 1910	1910	*
12.08.1880	08.1880	Q3 1880	1880	*
27.03.1911	03.1911	Q1 1911	1911	*
14.08.1951	08.1951	Q3 1951	1951	*
16.11.1983	11.1983	Q4 1983	1983	*
19.06.1983	06.1983	Q2 1983	1983	*
07.04.1889	04.1889	Q2 1889	1889	*
08.10.1973	10.1973	Q4 1973	1973	*
28.09.1864	09.1864	Q3 1864	1864	*
27.12.1926	12.1926	Q4 1926	1926	*
21.11.1982	11.1982	Q4 1982	1982	*
20.12.2011	12.2011	Q4 2011	2011	*
29.06.1957	06.1957	Q2 1957	1957	*
26.02.2004	02.2004	Q1 2004	2004	*
13.08.2017	08.2017	Q3 2017	2017	*
25.06.2020	06.2020	Q2 2020	2020	*
19.01.2003	01.2003	Q1 2003	2003	*
17.02.1882	02.1882	Q1 1882	1882	*
10.04.1927	04.1927	Q2 1927	1927	*
01.05.1944	05.1944	Q2 1944	1944	*
10.02.1873	02.1873	Q1 1873	1873	*
15.07.1997	07.1997	Q3 1997	1997	*
19.11.1873	11.1873	Q4 1873	1873	*
19.02.1866	02.1866	Q1 1866	1866	*
26.09.1911	09.1911	Q3 1911	1911	*
06.01.1921	01.1921	Q1 1921	1921	*
05.01.1970	01.1970	Q1 1970	1970	*
21.02.1893	02.1893	Q1 1893	1893	*
04.07.2014	07.2014	Q3 2014	2014	*
12.11.1938	11.1938	Q4 1938	1938	*
05.02.1901	02.1901	Q1 1901	1901	*
27.08.2016	08.2016	Q3 2016	2016	*
05.11.1975	11.1975	Q4 1975	1975	*
18.11.1966	11.1966	Q4 1966	1966	*
15.01.2021	01.2021	Q1 2021	2021	*
04.1914	04.1914	Q2 1914	1914	*
30.11.1985	11.1985	Q4 1985	1985	*
20.03.1988	03.1988	Q1 1988	1988	*
15.05.1852	05.1852	Q2 1852	1852	*
28.07.1930	07.1930	Q3 1930	1930	*
17.04.1880	04.1880	Q2 1880	1880	*
13.02.1887	02.1887	Q1 1887	1887	*
14.04.1909	04.1909	Q2 1909	1909	*
14.03.1980	03.1980	Q1 1980	1980	*
29.08.1861	08.1861	Q3 1861	1861	*
06.10.1902	10.1902	Q4 1902	1902	*
07.01.2008	01.2008	Q1 2008	2008	*
23.10.1975	10.1975	Q4 1975	1975	*
21.10.2009	10.2009	Q4 2009	2009	*
10.04.1986	04.1986	Q2 1986	1986	*
27.12.1994	12.1994	Q4 1994	1994	*
13.10.2010	10.2010	Q4 2010	2010	*
10.08.1870	08.1870	Q3 1870	1870	*
16.03.2004	03.2004	Q1 2004	2004	*
19.07.1933	07.1933	Q3 1933	1933	*
17.05.1903	05.1903	Q2 1903	1903	*
24.07.1913	07.1913	Q3 1913	1913	*
03.11.1936	11.1936	Q4 1936	1936	*
12.08.1875	08.1875	Q3 1875	1875	*
04.12.1958	12.1958	Q4 1958	1958	*
13.07.1855	07.1855	Q3 1855	1855	*
07.09.1915	09.1915	Q3 1915	1915	*
27.10.1993	10.1993	Q4 1993	1993	*
15.06.1878	06.1878	Q2 1878	1878	*
08.1855	08.1855	Q3 1855	1855	*
06.04.1890	04.1890	Q2 1890	1890	*
22.06.1903	06.1903	Q2 1903	1903	*
22.06.1901	06.1901	Q2 1901	1901	*
23.12.1946	12.1946	Q4 1946	1946	*
02.11.1872	11.1872	Q4 1872	1872	*
21.12.1870	12.1870	Q4 1870	1870	*
03.02.1905	02.1905	Q1 1905	1905	*
30.12.1913	12.1913	Q4 1913	1913	*
08.06.1918	06.1918	Q2 1918	1918	*
07.08.1924	08.1924	Q3 1924	1924	*
14.03.1966	03.1966	Q1 1966	1966	*
19.12.1980	12.1980	Q4 1980	1980	*
07.11.2010	11.2010	Q4 2010	2010	*
26.08.1899	08.1899	Q3 1899	1899	*
23.09.1987	09.1987	Q3 1987	1987	*
27.05.1921	05.1921	Q2 1921	1921	*
15.11.2004	11.2004	Q4 2004	2004	*
19.05.2019	05.2019	Q2 2019	2019	*
12.03.1876	03.1876	Q1 1876	1876	*
05.03.1919	03.1919	Q1 1919	1919	*
23.11.2005	11.2005	Q4 2005	2005	*
22.08.2016	08.2016	Q3 2016	2016	*
07.12.1924	12.1924	Q4 1924	1924	*
17.01.1892	01.1892	Q1 1892	1892	*
27.06.1852	06.1852	Q2 1852	1852	*
23.10.1873	10.1873	Q4 1873	1873	*
03.09.1937	09.1937	Q3 1937	1937	*
11.01.1888	01.1888	Q1 1888	1888	*
23.11.1960	11.1960	Q4 1960	1960	*
07.08.1904	08.1904	Q3 1904	1904	*
16.06.1940	06.1940	Q2 1940	1940	*
18.12.1957	12.1957	Q4 1957	1957	*
13.08.1965	08.1965	Q3 1965	1965	*
01.09.1974	09.1974	Q3 1974	1974	*
31.03.1998	03.1998	Q1 1998	1998	*
17.03.1878	03.1878	Q1 1878	1878	*
13.04.1976	04.1976	Q2 1976	1976	*
21.06.1933	06.1933	Q2 1933	1933	*
11.02.2017	02.2017	Q1 2017	2017	*
13.08.1916	08.1916	Q3 1916	1916	*
29.06.1935	06.1935	Q2 1935	1935	*
17.11.1945	11.1945	Q4 1945	1945	*
30.07.2019	07.2019	Q3 2019	2019	*
07.07.1867	07.1867	Q3 1867	1867	*
20.11.1922	11.1922	Q4 1922	1922	*
29.04.1932	04.1932	Q2 1932	1932	*
09.04.1876	04.1876	Q2 1876	1876	*
01.09.1952	09.1952	Q3 1952	1952	*
08.1885	08.1885	Q3 1885	1885	*
01.05.1948	05.1948	Q2 1948	1948	*
21.04.1976	04.1976	Q2 1976	1976	*
12.12.1985	12.1985	Q4 1985	1985	*
19.08.1942	08.1942	Q3 1942	1942	*
02.09.1914	09.1914	Q3 1914	1914	*
07.06.1980	06.1980	Q2 1980	1980	*
15.06.1888	06.1888	Q2 1888	1888	*
13.11.1853	11.1853	Q4 1853	1853	*
20.10.1866	10.1866	Q4 1866	1866	*
28.03.1999	03.1999	Q1 1999	1999	*
01.06.1926	06.1926	Q2 1926	1926	*
Q2 1959	Q2 1959	Q2 1959	1959	*
20.06.1961	06.1961	Q2 1961	1961	*
16.06.1995	06.1995	Q2 1995	1995	*
20.10.1933	10.1933	Q4 1933	1933	*
06.03.1933	03.1933	Q1 1933	1933	*
03.04.1865	04.1865	Q2 1865	1865	*
23.10.1945	10.1945	Q4 1945	1945	*
29.12.1953	12.1953	Q4 1953	1953	*
13.09.1928	09.1928	Q3 1928	1928	*
15.03.1936	03.1936	Q1 1936	1936	*
26.10.1991	10.1991	Q4 1991	1991	*
04.06.1891	06.1891	Q2 1891	1891	*
19.05.1978	05.1978	Q2 1978	1978	*
02.05.1923	05.1923	Q2 1923	1923	*
21.09.2019	09.2019	Q3 2019	2019	*
02.12.1998	12.1998	Q4 1998	1998	*
14.06.1878	06.1878	Q2 1878	1878	*
23.02.1913	02.1913	Q1 1913	1913	*
10.10.1922	10.1922	Q4 1922	1922	*
18.11.1978	11.1978	Q4 1978	1978	*
16.08.1910	08.1910	Q3 1910	1910	*
25.03.1915	03.1915	Q1 1915	1915	*
21.07.1944	07.1944	Q3 1944	1944	*
01.09.1973	09.1973	Q3 1973	1973	*
17.07.1978	07.1978	Q3 1978	1978	*
11.01.1923	01.1923	Q1 1923	1923	*
21.09.1943	09.1943	Q3 1943	1943	*
09.09.1881	09.1881	Q3 1881	1881	*
23.07.1967	07.1967	Q3 1967	1967	*
31.03.1876	03.1876	Q1 1876	1876	*
07.07.1918	07.1918	Q3 1918	1918	*
14.12.2005	12.2005	Q4 2005	2005	*
Q1 1880	Q1 1880	Q1 1880	1880	*
14.03.1936	03.1936	Q1 1936	1936	*
09.04.1920	04.1920	Q2 1920	1920	*
07.10.1982	10.1982	Q4 1982	1982	*
14.07.1988	07.1988	Q3 1988	1988	*
26.05.1881	05.1881	Q2 1881	1881	*
18.09.1881	09.1881	Q3 1881	1881	*
12.02.1899	02.1899	Q1 1899	1899	*
29.09.1996	09.1996	Q3 1996	1996	*
07.12.1970	12.1970	Q4 1970	1970	*
18.02.1915	02.1915	Q1 1915	1915	*
06.11.1978	11.1978	Q4 1978	1978	*
26.06.1993	06.1993	Q2 1993	1993	*
30.12.1960	12.1960	Q4 1960	1960	*
16.04.1917	04.1917	Q2 1917	1917	*
01.1981	01.1981	Q1 1981	1981	*
22.10.1876	10.1876	Q4 1876	1876	*
11.1916	11.1916	Q4 1916	1916	*
15.01.1880	01.1880	Q1 1880	1880	*
05.12.1994	12.1994	Q4 1994	1994	*
05.10.1968	10.1968	Q4 1968	1968	*
19.07.1976	07.1976	Q3 1976	1976	*
10.10.1883	10.1883	Q4 1883	1883	*
30.08.1884	08.1884	Q3 1884	1884	*
08.05.1920	05.1920	Q2 1920	1920	*
01.1923	01.1923	Q1 1923	1923	*
14.07.1941	07.1941	Q3 1941	1941	*
01.09.1955	09.1955	Q3 1955	1955	*
04.04.1927	04.1927	Q2 1927	1927	*
25.06.1943	06.1943	Q2 1943	1943	*
08.05.1981	05.1981	Q2 1981	1981	*
24.06.1863	06.1863	Q2 1863	1863	*
27.10.1971	10.1971	Q4 1971	1971	*
23.06.1936	06.1936	Q2 1936	1936	*
29.08.1939	08.1939	Q3 1939	1939	*
27.02.1992	02.1992	Q1 1992	1992	*
10.06.2010	06.2010	Q2 2010	2010	*
29.07.1966	07.1966	Q3 1966	1966	*
05.02.1880	02.1880	Q1 1880	1880	*
31.08.1963	08.1963	Q3 1963	1963	*
24.12.1914	12.1914	Q4 1914	1914	*
11.12.1908	12.1908	Q4 1908	1908	*
01.11.1859	11.1859	Q4 1859	1859	*
10.04.1977	04.1977	Q2 1977	1977	*
26.07.1865	07.1865	Q3 1865	1865	*
15.10.2003	10.2003	Q4 2003	2003	*
26.05.1914	05.1914	Q2 1914	1914	*
13.05.1893	05.1893	Q2 1893	1893	*
25.02.1905	02.1905	Q1 1905	1905	*
01.10.1920	10.1920	Q4 1920	1920	*
01.03.1999	03.1999	Q1 1999	1999	*
22.12.2003	12.2003	Q4 2003	2003	*
Q1 2011	Q1 2011	Q1 2011	2011	*
13.01.1880	01.1880	Q1 1880	1880	*
29.04.1875	04.1875	Q2 1875	1875	*
26.02.1968	02.1968	Q1 1968	1968	*
25.07.1957	07.1957	Q3 1957	1957	*
05.10.1955	10.1955	Q4 1955	1955	*
11.07.1917	07.1917	Q3 1917	1917	*
30.12.1933	12.1933	Q4 1933	1933	*
25.04.1892	04.1892	Q2 1892	1892	*
05.02.1949	02.1949	Q1 1949	1949	*
20.04.1861	04.1861	Q2 1861	1861	*
04.05.1924	05.1924	Q2 1924	1924	*
01.01.1910	01.1910	Q1 1910	1910	*
09.05.1907	05.1907	Q2 1907	1907	*
17.10.1973	10.1973	Q4 1973	1973	*
08.04.1864	04.1864	Q2 1864	1864	*
04.04.1907	04.1907	Q2 1907	1907	*
26.09.1933	09.1933	Q3 1933	1933	*
24.12.1948	12.1948	Q4 1948	1948	*
09.03.1860	03.1860	Q1 1860	1860	*
17.12.1851	12.1851	Q4 1851	1851	*
04.1908	04.1908	Q2 1908	1908	*
20.01.1921	01.1921	Q1 1921	1921	*
08.05.1851	05.1851	Q2 1851	1851	*
21.07.1991	07.1991	Q3 1991	1991	*
23.07.1880	07.1880	Q3 1880	1880	*
02.03.1885	03.1885	Q1 1885	1885	*
14.11.1959	11.1959	Q4 1959	1959	*
08.04.1858	04.1858	Q2 1858	1858	*
17.12.1978	12.1978	Q4 1978	1978	*
04.01.1884	01.1884	Q1 1884	1884	*
12.02.1898	02.1898	Q1 1898	1898	*
23.09.2004	09.2004	Q3 2004	2004	*
03.01.1921	01.1921	Q1 1921	1921	*
17.08.1866	08.1866	Q3 1866	1866	*
15.11.1925	11.1925	Q4 1925	1925	*
10.05.1896	05.1896	Q2 1896	1896	*
09.11.1854	11.1854	Q4 1854	1854	*
17.01.1934	01.1934	Q1 1934	1934	*
16.06.1912	06.1912	Q2 1912	1912	*
04.05.1899	05.1899	Q2 1899	1899	*
09.2000	09.2000	Q3 2000	2000	*
20.07.1981	07.1981	Q3 1981	1981	*
16.04.1991	04.1991	Q2 1991	1991	*
17.03.1850	03.1850	Q1 1850	1850	*
02.04.1934	04.1934	Q2 1934	1934	*
21.03.1966	03.1966	Q1 1966	1966	*
18.08.1885	08.1885	Q3 1885	1885	*
26.07.1966	07.1966	Q3 1966	1966	*
17.09.1875	09.1875	Q3 1875	1875	*
01.03.1884	03.1884	Q1 1884	1884	*
04.11.1874	11.1874	Q4 1874	1874	*
20.09.1880	09.1880	Q3 1880	1880	*
23.04.1965	04.1965	Q2 1965	1965	*
25.03.2014	03.2014	Q1 2014	2014	*
28.07.1898	07.1898	Q3 1898	1898	*
20.01.1862	01.1862	Q1 1862	1862	*
10.02.1926	02.1926	Q1 1926	1926	*
20.07.1915	07.1915	Q3 1915	1915	*
24.07.1934	07.1934	Q3 1934	1934	*
20.08.1983	08.1983	Q3 1983	1983	*
11.02.1932	02.1932	Q1 1932	1932	*
04.1887	04.1887	Q2 1887	1887	*
21.05.1859	05.1859	Q2 1859	1859	*
30.08.1990	08.1990	Q3 1990	1990	*
22.02.1991	02.1991	Q1 1991	1991	*
11.09.1867	09.1867	Q3 1867	1867	*
10.02.1958	02.1958	Q1 1958	1958	*
05.06.1936	06.1936	Q2 1936	1936	*
06.09.1974	09.1974	Q3 1974	1974	*
01.07.1902	07.1902	Q3 1902	1902	*
06.03.1876	03.1876	Q1 1876	1876	*
17.03.1874	03.1874	Q1 1874	1874	*
07.1907	07.1907	Q3 1907	1907	*
03.01.1871	01.1871	Q1 1871	1871	*
12.07.1872	07.1872	Q3 1872	1872	*
01.09.1895	09.1895	Q3 1895	1895	*
09.05.1888	05.1888	Q2 1888	1888	*
