L0	L1	L2
9748	0796	0079
006009016729M8	00600901000001	00600000000000
8382	0205	0039
9302	0567	0052
5194	0283	0079
7093	0478	0074
008105572914M8	00810557000001	00810000000000
4440	0712	0068
005002474364M8	00500247000001	00500000000000
007407144888M8	00740714000001	00740000000000
4903	0725	0037
003708904656M8	00370890000001	00370000000000
2601	0245	0037
9689	0567	0052
2486	0638	0068
006407087835M8	00640708000001	00640000000000
8586	0615	0084
2555	0901	0060
006806383617M8	00680638000001	00680000000000
4647	0502	0071
2456	0615	0084
007901712842M8	00790171000001	00790000000000
6666	0283	0079
1382	0442	0045
008701429737M8	00870142000001	00870000000000
3286	0557	0081
007407143726M8	00740714000001	00740000000000
005202556915M8	00520255000001	00520000000000
007902838532V7	00790283000001	00790000000000
1346	0714	0074
8721	0317	0071
8053	0714	0074
005205672421M8	00520567000001	00520000000000
008108246946M8	00810824000001	00810000000000
003902056459M8	00390205000001	00390000000000
007106688518M8	00710668000001	00710000000000
2239	0714	0074
9446	0255	0052
8730	0809	0068
005004864287M8	00500486000001	00500000000000
006804302192M8	00680430000001	00680000000000
6490	0698	0087
8289	0708	0064
9224	0708	0064
3340	0899	0084
008406159824M8	00840615000001	00840000000000
6935	0283	0079
006001918543M8	00600191000001	00600000000000
7318	0247	0050
4375	0796	0079
8616	0255	0052
2760	0901	0060
007901715206M8	00790171000001	00790000000000
008706984933M8	00870698000001	00870000000000
008105575752M8	00810557000001	00810000000000
005002478879M8	00500247000001	00500000000000
00370245000001	00370245000001	00370000000000
00680624000001	00680624000001	00680000000000
0511	0511	0045
2813	0899	0084
007905869644M8	00790586000001	00790000000000
006804305202M8	00680430000001	00680000000000
007105028208M8	00710502000001	00710000000000
003902059306M8	00390205000001	00390000000000
006006615055M8	00600661000001	00600000000000
006009033295M8	00600903000001	00600000000000
1802	0638	0068
5278	0698	0087
7052	0698	0087
6702	0855	0081
006407084195M8	00640708000001	00640000000000
4970	0732	0087
003703057474M8	00370305000001	00370000000000
007907963572M8	00790796000001	00790000000000
5173	0430	0068
9783	0928	0060
6794	0714	0074
1834	0502	0071
5430	0486	0050
5333	0928	0060
007901713973M8	00790171000001	00790000000000
007905863350M7	00790586000001	00790000000000
006402844730M8	00640284000001	00640000000000
00710317000001	00710317000001	00710000000000
0514	0514	0045
008706986670M8	00870698000001	00870000000000
00560441000001	00560441000001	00560000000000
1122	0255	0052
1745	0698	0087
006807124440M8	00680712000001	00680000000000
8574	0622	0064
007407141067M8	00740714000001	00740000000000
5979	0661	0060
008709175440M8	00870917000001	00870000000000
5661	0928	0060
7295	0899	0084
005006182875M8	00500618000001	00500000000000
3643	0714	0074
003702458783V8	00370245000001	00370000000000
008709171305M8	00870917000001	00870000000000
4421	0668	0071
006806381215M8	00680638000001	00680000000000
9103	0899	0084
008709179564M8	00870917000001	00870000000000
9807	0255	0052
5006	0714	0074
3978	0205	0039
008406155781M8	00840615000001	00840000000000
8549	0792	0060
1885	0622	0064
3988	0732	0087
004503210265L6	004503210000L4	00450000000000
1703	0698	0087
003704314876M8	00370431000001	00370000000000
006006618637M7	00600661000001	00600000000000
4730	0284	0064
8426	0714	0074
8048	0899	0084
3113	0430	0068
7831	0928	0060
8412	0714	0074
1975	0725	0037
005208344897M8	00520834000001	00520000000000
3210	0430	0068
4689	0142	0087
2472	0184	0056
007902834291M8	00790283000001	00790000000000
8154	0442	0045
7243	0732	0087
4563	0855	0081
006804304881M8	00680430000001	00680000000000
5465	0901	0060
007905867761M8	00790586000001	00790000000000
008706983489M8	00870698000001	00870000000000
5711	0502	0071
006807125085M8	00680712000001	00680000000000
5527	0184	0056
007902911696M8	00790291000001	00790000000000
3171	0184	0056
6715	0478	0074
008105577018M8	00810557000001	00810000000000
005202551055M8	00520255000001	00520000000000
2548	0714	0074
003701411088M3	00370141000001	00370000000000
004501303644M8	00450130000001	00450000000000
008707328082M8	00870732000001	00870000000000
9799	0714	0074
6435	0698	0087
9680	0796	0079
7897	0284	0064
7406	0638	0068
008707321876M8	00870732000001	00870000000000
006009033814M8	00600903000001	00600000000000
006804304429M8	00680430000001	00680000000000
1617	0796	0079
006002729449M8	00600272000001	00600000000000
008404808398M8	00840480000001	00840000000000
3179	0903	0060
8532	0283	0079
005202553673M8	00520255000001	00520000000000
008406157720M8	00840615000001	00840000000000
3765	0430	0068
8229	0698	0087
8695	0291	0079
8683	0714	0074
2769	0284	0064
004501302249M8	00450130000001	00450000000000
006009014589M8	00600901000001	00600000000000
008701428634M8	00870142000001	00870000000000
3881	0171	0079
1956	0698	0087
5598	0486	0050
3606	0293	0071
8560	0793	0079
007905863233M8	00790586000001	00790000000000
007407144343M8	00740714000001	00740000000000
007902837666V8	00790283000001	00790000000000
007902839419M8	00790283000001	00790000000000
007902837624M8	00790283000001	00790000000000
007901711813M8	00790171000001	00790000000000
008707326543M8	00870732000001	00870000000000
4416	0668	0071
007905869389M8	00790586000001	00790000000000
6585	0917	0087
005006188515M8	00500618000001	00500000000000
9178	0171	0079
005202553255M7	00520255000001	00520000000000
8356	0557	0081
6418	0714	0074
006806385137M8	00680638000001	00680000000000
007105023627M8	00710502000001	00710000000000
6051	0698	0087
008709173883M8	00870917000001	00870000000000
1229	0624	0068
003703532629M8	00370353000001	00370000000000
007106684614M8	00710668000001	00710000000000
008404806575M8	00840480000001	00840000000000
5295	0928	0060
007407142522M8	00740714000001	00740000000000
008706987751M8	00870698000001	00870000000000
004505147674M8	00450514000001	00450000000000
006002722253M8	00600272000001	00600000000000
7105	0689	0074
3447	0855	0081
006006617058M8	00600661000001	00600000000000
008706987609M8	00870698000001	00870000000000
2936	0698	0087
2228	0834	0052
007407141853M8	00740714000001	00740000000000
5752	0557	0081
008701428977M7	00870142000001	00870000000000
003703385485M8	00370338000001	00370000000000
006806247591V8	00680624000001	00680000000000
007407149171M8	00740714000001	00740000000000
1018	0171	0079
1697	0917	0087
1714	0317	0071
007901714256M8	00790171000001	00790000000000
006006611362M8	00600661000001	00600000000000
1750	0698	0087
5544	0586	0079
2629	0353	0037
8439	0899	0084
4575	0622	0064
003704319767M8	00370431000001	00370000000000
008706982401M8	00870698000001	00870000000000
008404808759M8	00840480000001	00840000000000
6824	0824	0081
9235	0480	0084
007407148099M8	00740714000001	00740000000000
008706987419M8	00870698000001	00870000000000
008709173838M8	00870917000001	00870000000000
9635	0732	0087
006002722380M8	00600272000001	00600000000000
007407145154M8	00740714000001	00740000000000
8303	0903	0060
9640	0698	0087
7526	0624	0068
6739	0719	0037
003702453296M8	00370245000001	00370000000000
5287	0714	0074
5793	0803	0045
008706986687M8	00870698000001	00870000000000
8774	0653	0037
5403	0214	0068
007407147258M8	00740714000001	00740000000000
006402846472M8	00640284000001	00640000000000
003707197467V8	00370719000001	00370000000000
007905863626M8	00790586000001	00790000000000
2029	0214	0068
4189	0478	0074
008706989345M8	00870698000001	00870000000000
1849	0708	0064
8025	0441	0056
8744	0917	0087
2786	0732	0087
006002721924M8	00600272000001	00600000000000
007105024915M8	00710502000001	00710000000000
7741	0255	0052
005004867544M8	00500486000001	00500000000000
3702	0792	0060
9472	0284	0064
1235	0792	0060
008706983941M8	00870698000001	00870000000000
7117	0430	0068
1073	0191	0060
6603	0725	0037
6713	0653	0037
5229	0557	0081
007102939126M8	00710293000001	00710000000000
6827	0430	0068
1696	0291	0079
2517	0714	0074
7840	0668	0071
003703532450M8	00370353000001	00370000000000
006406226025M8	00640622000001	00640000000000
3315	0291	0079
007901713121M8	00790171000001	00790000000000
007905861702M8	00790586000001	00790000000000
008406154599M8	00840615000001	00840000000000
004504421133M8	00450442000001	00450000000000
3673	0255	0052
005205677508M8	00520567000001	00520000000000
006407084859M7	00640708000001	00640000000000
6784	0698	0087
5889	0430	0068
008709174750M8	00870917000001	00870000000000
2650	0205	0039
4403	0792	0060
008707327270M8	00870732000001	00870000000000
5971	0184	0056
5986	0624	0068
3270	0803	0045
007902912393M8	00790291000001	00790000000000
004501306816M8	00450130000001	00450000000000
008408991147M8	00840899000001	00840000000000
6592	0698	0087
007901716453M8	00790171000001	00790000000000
005004869364M8	00500486000001	00500000000000
006804307259M8	00680430000001	00680000000000
3627	0502	0071
1571	0441	0056
007105025348M8	00710502000001	00710000000000
007407149315M8	00740714000001	00740000000000
1550	0293	0071
1424	0714	0074
005205671205M8	00520567000001	00520000000000
2109	0205	0039
6577	0586	0079
3549	0478	0074
8410	0698	0087
3816	0714	0074
007407148076M8	00740714000001	00740000000000
003902055512M8	00390205000001	00390000000000
007102931684M8	00710293000001	00710000000000
006007921235M8	00600792000001	00600000000000
2763	0653	0037
004501306844M8	00450130000001	00450000000000
3639	0171	0079
005202556349M8	00520255000001	00520000000000
3147	0441	0056
006807127013M8	00680712000001	00680000000000
6497	0353	0037
6077	0714	0074
007907967988M8	00790796000001	00790000000000
007407142541M8	00740714000001	00740000000000
7949	0205	0039
007105028232M8	00710502000001	00710000000000
4796	0441	0056
006804301690M8	00680430000001	00680000000000
6652	0725	0037
9134	0430	0068
6376	0917	0087
3137	0567	0052
008709176625M8	00870917000001	00870000000000
9213	0191	0060
6224	0130	0045
5796	0661	0060
004501302042M8	00450130000001	00450000000000
006804307379M8	00680430000001	00680000000000
3239	0283	0079
006806382969M8	00680638000001	00680000000000
9425	0834	0052
008709171134M8	00870917000001	00870000000000
2854	0698	0087
3775	0615	0084
3056	0353	0037
003902058576M8	00390205000001	00390000000000
9049	0725	0037
007407142412M8	00740714000001	00740000000000
005006182621M8	00500618000001	00500000000000
005604411600M8	00560441000001	00560000000000
2794	0719	0037
5849	0714	0074
007407147537M8	00740714000001	00740000000000
003707192652M8	00370719000001	00370000000000
006407084193M8	00640708000001	00640000000000
9029	0486	0050
2140	0708	0064
6377	0567	0052
8030	0615	0084
2467	0205	0039
007407142260M8	00740714000001	00740000000000
007102934038M8	00710293000001	00710000000000
1417	0714	0074
005205676405M8	00520567000001	00520000000000
7622	0502	0071
007102933785M8	00710293000001	00710000000000
4898	0205	0039
008707322362M8	00870732000001	00870000000000
008105576352M8	00810557000001	00810000000000
007905866259M8	00790586000001	00790000000000
2016	0855	0081
006009015471M8	00600901000001	00600000000000
3854	0834	0052
007404784083M8	00740478000001	00740000000000
2535	0142	0087
006803034276M8	00680303000001	00680000000000
4018	0615	0084
008709171942M8	00870917000001	00870000000000
004501309111M8	00450130000001	00450000000000
007106685470M8	00710668000001	00710000000000
006804308478M8	00680430000001	00680000000000
007407141514M8	00740714000001	00740000000000
008706986892M8	00870698000001	00870000000000
008707323071M8	00870732000001	00870000000000
006001911218M8	00600191000001	00600000000000
005208343931M7	00520834000001	00520000000000
6249	0432	0079
5015	0293	0071
006009287385M8	00600928000001	00600000000000
006806244792M8	00680624000001	00680000000000
008706982358M8	00870698000001	00870000000000
003902053976M8	00390205000001	00390000000000
3283	0668	0071
007905861166M8	00790586000001	00790000000000
008706981756M8	00870698000001	00870000000000
2286	0796	0079
2084	0441	0056
2301	0245	0037
008707329567M8	00870732000001	00870000000000
6443	0668	0071
2646	0917	0087
2332	0661	0060
6570	0557	0081
008404806510M8	00840480000001	00840000000000
007902913315M8	00790291000001	00790000000000
007106683541M8	00710668000001	00710000000000
3539	0441	0056
008404808240M8	00840480000001	00840000000000
0714	0714	0074
4634	0901	0060
7975	0708	0064
7484	0586	0079
007407147826M8	00740714000001	00740000000000
007407143431M8	00740714000001	00740000000000
8551	0291	0079
5257	0714	0074
2358	0698	0087
7061	0638	0068
006006616567M8	00600661000001	00600000000000
2504	0502	0071
3331	0130	0045
1858	0698	0087
008404808672M8	00840480000001	00840000000000
007407143922M8	00740714000001	00740000000000
005208341359M8	00520834000001	00520000000000
008108246408M8	00810824000001	00810000000000
005609072981M8	00560907000001	00560000000000
005006182636M7	00500618000001	00500000000000
8064	0855	0081
004504422150M8	00450442000001	00450000000000
5716	0928	0060
7551	0803	0045
6541	0899	0084
005002476040M8	00500247000001	00500000000000
003902051374M8	00390205000001	00390000000000
4918	0191	0060
9050	0668	0071
005002474080M8	00500247000001	00500000000000
8286	0732	0087
7750	0899	0084
3803	0903	0060
6626	0899	0084
4893	0480	0084
8796	0528	0079
6002	0917	0087
3252	0901	0060
006009036612M8	00600903000001	00600000000000
007907939483M8	00790793000001	00790000000000
003703385738M8	00370338000001	00370000000000
1711	0184	0056
003706533687M8	00370653000001	00370000000000
006804303326M8	00680430000001	00680000000000
003701416022M8	00370141000001	00370000000000
008406154514M8	00840615000001	00840000000000
007905285495M8	00790528000001	00790000000000
6895	0698	0087
003703053039M3	00370305000001	00370000000000
003902055350M8	00390205000001	00390000000000
008707325387M8	00870732000001	00870000000000
8724	0214	0068
007407146654M8	00740714000001	00740000000000
007907967286M8	00790796000001	00790000000000
003701419318M8	00370141000001	00370000000000
9487	0698	0087
006807124787M8	00680712000001	00680000000000
006406229128M7	00640622000001	00640000000000
1898	0698	0087
007407148516M8	00740714000001	00740000000000
3069	0142	0087
4995	0205	0039
005202559807M8	00520255000001	00520000000000
006009019204M8	00600901000001	00600000000000
006001911040M8	00600191000001	00600000000000
5485	0338	0037
2495	0247	0050
003703055329M8	00370305000001	00370000000000
006807128485M8	00680712000001	00680000000000
8401	0430	0068
007407146343M8	00740714000001	00740000000000
5328	0638	0068
2146	0698	0087
5192	0917	0087
007905283939M8	00790528000001	00790000000000
2373	0661	0060
005006186404M8	00500618000001	00500000000000
008707328191M8	00870732000001	00870000000000
007105021834M8	00710502000001	00710000000000
007901715952M8	00790171000001	00790000000000
8138	0668	0071
4874	0214	0068
007105023813M8	00710502000001	00710000000000
3630	0353	0037
00370653000001	00370653000001	00370000000000
9326	0855	0081
008706987052M8	00870698000001	00870000000000
6241	0141	0037
007105023662M8	00710502000001	00710000000000
7616	0205	0039
6125	0514	0045
007901712348M8	00790171000001	00790000000000
7723	0624	0068
7962	0432	0079
2450	0353	0037
5370	0478	0074
008709178855M8	00870917000001	00870000000000
6672	0890	0037
3437	0714	0074
003706513597M8	00370651000001	00370000000000
3750	0917	0087
007904322556M8	00790432000001	00790000000000
007907967542M8	00790796000001	00790000000000
4742	0430	0068
007905867938M8	00790586000001	00790000000000
008408997779M8	00840899000001	00840000000000
007407143045M8	00740714000001	00740000000000
3748	0291	0079
2271	0251	0045
5525	0792	0060
008701424542M8	00870142000001	00870000000000
